name	webpage	institution	country	address	lat	long	exp_theor	fields	people	atom	comment
Scarola Group	http://www.phys.vt.edu/~scarola/index.html	Virginia Tech	United States of America		37.2283843	-80.4234167	Theory	Our group uses numerical methods to examine strongly correlated quantum phases of matter.  Our recent work has examined novel phases of interacting bosons and fermions in optical lattices.		theory	
Schmelcher Group	http://photon.physnet.uni-hamburg.de/ilp/schmelcher/	Center for Optical Quantum Technologies - University of Hamburg	Germany		53.577425	9.887146	Theory	The group explores several complementary aspects of ultracold physics.        The electronic structure and quantum dynamics of ultracold Rydberg atoms and molecules including their dressing in light fields and the coherent excitation dynamics in multi-trap arrays represents one focus. To develop a deep understanding of the mechanisms of quantum and in particular tunneling dynamics is our goal in case of strongly correlated bosons in low-dimensional traps including optical lattices and waveguides. Ultracold scattering in low-dimensions leads to novel interaction properties of atoms with an immediate impact on the corresponding many-body systems. Confinement-induced resonances and molecules formation as well as confinement-induced transparency are examples. We study nonlinear excitations of Bose-Einstein condensates such as solitons and vortices including their stability, structure and dynamics. Formation of ultracold molecules and steering their dynamics via external electric fields such as quantum control of photoassociation processes open the door to a quantum state selective chemical reactions dynamics.		theory	
Schmiedmayer Group	http://www.atomchip.org/	Vienna University of Technology	Austria		48.1986546	16.3684626	Exp	Atom chips		Rb, Li, KRb	
Schneble Group	http://ultracold.physics.sunysb.edu	SUNY Stony Brook	United States of America		40.9123761	-73.1233889	Exp	BEC, optical lattices		Rb	
Schumm Group	http://www.thorium.at/	Vienna University of Technology	Austria		48.1986546	16.3684626	Exp	Thorium		Th	Webpage redirects to https://www.nuclock.eu/ .
Sengstock Group	http://www.physnet.uni-hamburg.de/ilp/sengstock/en/index.php	Hamburg	Germany		53.5510846	9.9936819	Exp		V. M. Baev, K. Bongs	Rb, KRb, Yb, Li	New webpage http://photon.physnet.uni-hamburg.de/ilp/sengstock/ .
Shaffer Group	http://www.nhn.ou.edu/ouresearch/faculty/BioShaffer.shtml	University of Oklahoma	United States of America		35.2058936	-97.4457137	Exp/Theory	ultracold Rydberg gases (Cs and Rb), atom chips	James Shaffer	Cs, Rb	New webpage https://www.nhn.ou.edu/~shaffer/research/
Shubhrangshu Dasgupta Group	http://www.iitrpr.ac.in/physics/sdasgupta	Indian Institute of Technology Ropar	India		30.9756394	76.538868	Theory	I am presently interested in quantum plasmonics - particularly interaction of atoms with plasmonic cavities and its applications towards quantum computing.		theory	
Sidorov Group	http://www.swinburne.edu.au/engineering/caous/people/sidorov.htm	Swinburne	Australia		-37.8221504	145.0389546	Exp			LiK, Rb	See also Hannaford / CAOUS group, Sidorov group, Vale group.
Soldán Group	none yet	Charles University in Prague	Czechia		50.0871106	14.4234889	Theory	Potential energy surfaces for ultracold atom-molecule dynamics.		theory	Without website.
Sørensen Group	http://www.nbi.ku.dk/side47084.htm	Niels Bohr Institute	Denmark		55.6969496	12.5715789	Theory	The main focus of our research is quantum information, but we also do some work on ultra cold atoms.                In general most of our research can be described as quantum state engineering. One of the unique features of quantum optical systems is the extremely good experimental control over the systems, down to the level of controlling individual atoms and ions. In our research we develop theories for how one can use this extremely good experimental control to realize interesting physical effects. In particular we have developed theories for how one can realize quantum computers and for interesting effects, which can be realized with ultra cold atoms.		theory	Webpage doesn't work (15.02.2018).
Stamper-Kurn Group	http://www.physics.berkeley.edu/research/ultracold/	UC Berkeley	United States of America		37.8718992	-122.2585399	Exp	Novel macroscopic and mesoscopic quantum systems using ultra-cold atoms.		LiRb, Rb, K	New webpage http://ultracold.physics.berkeley.edu/ .
Steinberg Group	http://www.physics.utoronto.ca/~aephraim/aephraim.html	Toronto	Canada		43.653226	-79.3831843	Exp	BEC of 87Rb -- interaction with optical barriers, and (eventually) measurements on atoms while tunneling through optical barriers.                Optical lattices for quantum information (tomography of COM states, and pulse echoes) and coherent control / quantum chaos.	Alan Stummer	Rb	
Stoof Group	http://www.phys.uu.nl/~stoof/	Utrecht	Netherlands		52.0907374	5.1214201	Theory			Rb, Li, theory	
Stringari Group	http://bec.science.unitn.it/	INFM-BEC Center and University of Trento	Italy		46.069477	11.121046	Theory	Theoretical research on the various phenomena related to Bose-Einstein condensation and to the physics of cold atomic gases in traps. Rotating quantum gases, Low dimensions, Excitations in Bose-Einstein condensates, Ultracold atoms in optical lattices, Ultracold Fermi gases, Quantum Monte Carlo methods, Casimir-Polder force, Quantum optics and solid state physics, Quantum information processing, Matter-waves interferometry.	Sandro Stringari, Lev P. Pitaevskii, Franco Dalfovo, Stefano Giorgini, Augusto Smerzi, Tommaso Calarco, Iacopo Carusotto, Chiara Menotti, Alessio Recati.	theory	Location of University of Trento. See also Ferrari group, Stringari group.
Subhadeep Gupta Group	http://www.phys.washington.edu/users/deepg/	U. of Washington	United States of America		47.6553351	-122.3035199	Exp			Li, Yb	New website http://faculty.washington.edu/deepg/
Takahashi Group	http://yagura.scphys.kyoto-u.ac.jp/index-e.html	Kyoto University	Japan		35.0262444	135.7808218	Exp	Laser Cooling of Yb.		Yb	
Tarruell Group	http://www.qge.icfo.es	ICFO	Spain		41.275597	1.989566	Exp	Isotopic potassium mixtures		K	
Teixeira Group	None	UFSCar	Brazil		-21.9841446	-47.8802454	Exp/Theory			unknown	
Tempere Group	https://www.uantwerpen.be/en/staff/jacques-tempere/	Universiteit Antwerpen	Belgium		51.2228097	4.4102318	Theory	In the field ultracold atoms, our current research focuses on the BEC-BCS transition in Fermi superfluid, imbalanced Fermi superfluids, quantum gases in 2D, optical lattices, skyrmions, and research on polariton condensates.	Prof.dr.Jacques Tempere, prof.dr.Michiel Wouters, dr. Sergei Klimin	theory	
Thomas Group	https://www.physics.ncsu.edu/jet/	North Carolina State	United States of America		35.7595731	-79.0192997	Exp			Li	
Thompson Group	http://jilawww.colorado.edu/~jkt/ThompsonLab/Main.html	JILA, Boulder	United States of America		40.0074363	-105.2686481	Exp	My research focuses on understanding the interface between ultracold atoms and quantum optics - an understanding I plan to apply to the field of precision measurement. I am presently devising strategies to reduce the effect of the fundamental quantum noise that arises from Heisenberg's uncertainty relationship as applied to atomic spins. In one project, I work on non-destructively measuring and canceling out the quantum fluctuations in the collective spin state of an ensemble of laser-cooled 87Rb atoms in a high-finesse optical cavity. By learning how to minimize the effect of quantum noise in this type of system, I hope to advance the precise measurements required for atomic clocks and in searches for permanent electric dipole moments in atoms and molecules.		Rb	Webpage doesn't work (19.02.2018).
Thomsen Group	http://www.fys.ku.dk/coldatoms	Niels Bohr Institute	Denmark		55.6969496	12.5715789	Exp	Atomic and Molecular Physics, Laser Cooling, Physics with Cold Atoms, Cold Alkaline Earth Atoms, Atomic Clocks		Sr	
Thywissen Group	http://ultracold.physics.utoronto.ca/	Toronto	Canada		43.653226	-79.3831843	Exp	Quantum Degenerate Bose and Fermi gases. Microfabricated magnetic traps.	Alan Stummer	Rb, K or Rb+K	Thanks for the UltraCold Atoms News (UCAN) webpage!
Tino Group	http://www.lens.unifi.it/index.php?p=research.ins&id=113	LENS Firenze	Italy		43.818864	11.192811	Exp	Cold atom interferometry: fundamental tests and applications,, Sr experiment: ultracold atoms and optical clocks		Sr, Rb	See also Inguscio group, Tino group. New webpage may be http://coldatoms.lens.unifi.it/ (hopefully this is the same group).
Torma Group	http://tfy.tkk.fi/qd/	Aalto University, Helsinki	Finland		60.2098253	24.9765513	Theory	Ultracold Fermi gases		theory	
Trippenbach Group	http://www.fuw.edu.pl/~matri/	University of Warsaw	Poland		52.2403463	21.0186012	Theory	Secialized in condensate collisions, nonlinear atom opics, quantum optics and Josephson effects	Zbigniew, Idziaszek, Pawel Zin, Jan Chwedenczuk, Eryk Infeld	theory	
Truscott/Baldwin Group	http://wwwrsphysse.anu.edu.au/ampl/he_bec/	ANU, Canberra	Australia		-35.2776999	149.118527	Exp		Robert Dall	He	Webpage redirects to https://physics.anu.edu.au/history/ampl.php
Unnikrishnan Group	http://www.tifr.res.in/~filab/index.htm	Tata Institute of Fundamental Research	India		18.9053889	72.804928	Exp	Experimental study of quantum vacuum: the effects of quantum vacuum on matter employing ultra-cold atoms and torsion balances,, quantum dynamics of single atoms or a few number of atoms trapped in optical lattices and near optical cavities.		Rb, K	Goto http://www.tifr.res.in/~filab/ (without index.html).
Vale Group	http://www.swinburne.edu.au/engineering/caous/cold_molecules.htm	Swinburne	Australia		-37.8221504	145.0389546	Exp		Chris Vale, Peter Hannaford, Wayne Rowlands, Michael Mark, Chris Ticknor, Mark Kivenen	LiK, Rb	See also Hannaford / CAOUS group, Sidorov group, Vale group.
Van Wijngaarden Group	http://www.yorku.ca/wlaser/	York Univ.	Canada		43.7734535	-79.5018684	Exp			Rb	
van Zyl Group	http://sites.stfx.ca/physics/brandon_van_zyl	St. Francis Xavier University	Canada		45.6179109	-61.9954416	Theory			theory	Webpage doesn't work (16.02.2018).
Vassen Group	http://www.nat.vu.nl/~wim/	Vrije Universiteit	Netherlands		52.3337568	4.8657199	Exp			He	
von Klitzing Group	http://www.bec.gr/index.html	IESL-FORTH	Greece		35.305134	25.072593	Exp	- To explore the unprecedented potential of matter-wave interferometry        - To look at (de)coherence in increasingly complex quantum systems.                BEC 1: We are constructing a coherently guided matter-wave interferometer. Our matter-waves will be made from Bose-Einstein Condensates (BEC). The interferometer will consist of a novel magnetic ring-shaped wavedguide based on time-averaged adiabatic potentials (TAAP).                BEC 2: We are now starting to set up a second experiment which will look at the kinetics of the condensation process itself. We also plan to study the rise of coherence in phase-fluctuating condensates.	Dr. Wolf von Klitzing	Rb, Sr	Go to http://www.bec.gr/ (without index.html).
Vuletic Group	http://www.rle.mit.edu/eap/	MIT, Cambridge	United States of America		42.360091	-71.09416	Exp			unknown	
Walhout Group	http://www.calvin.edu/academic/phys/faculty/mw/research/krypton.htm	Calvin College	United States of America		42.9295084	-85.5889329	Exp			unknown	New webpage https://calvin.edu/directory/people/matthew-walhout
Walraven Group	https://staff.fnwi.uva.nl/j.t.m.walraven/walraven/JookWalraven.htm	UvA Amsterdam	Netherlands		52.3558182	4.9557263	Exp	Quantum gases		Sr	The atoms may be from other groups at Universtiy of Amsterdam. I am pretty sure they have more atoms, but can't find which.
Wang Group	http://www.phy.cuhk.edu.hk/people/wang-dj.html	The Chinese University of Hong Kong	Hong Kong		22.418097	114.207953	Exp	BEC mixture and ultracold polar molecules		Na, Rb	See also http://www.phy.cuhk.edu.hk/~djwang/ .
Weidemüller Group	http://www.physi.uni-heidelberg.de/Forschung/QD/	University of Heidelberg	Germany		49.4191402	8.6702492	Exp	Ultracold LiCs mixtures, Rydberg atoms and MOTRIMS		LiCs	
Weimer Group	http://www.weimer.itp.uni-hannover.de/	Leibniz University Hannover	Germany		52.3829641	9.7196989	Theory	Rydberg atoms, polar molecules, dissipative quantum many-body physics, quantum information		theory	
Weiss Group	http://www.phys.psu.edu/people/display/index.html?person_id=421	Penn State	United States of America		40.7982133	-77.8599084	Exp	BEC, optical lattices, reduced dimensions, quantum computing, precision measurements		unknown	New webpage http://www.phys.psu.edu/people/dsw13
Weitz Group	https://www.qo.uni-bonn.de/quantum-optics-group	University of Bonn	Germany		50.7267715	7.0865227	Exp			Rb, Er	
Weld Group	http://web.physics.ucsb.edu/~weld/	UC Santa Barbara	United States of America		34.4139629	-119.848947	Exp			Li, Sr	
Westbrook Group	https://www.lcf.institutoptique.fr/Groupes-de-recherche/Optique-atomique	Institut d'Optique, Laboratoire Charles Fabry	France		48.71374	2.2034927	Exp		Alain ASPECT (Professeur chaire Augustin Fresnel de l'IOGS, Directeur de recherche émérite CNRS), Denis BOIRON (Professeur IOGS-U.Psud), Isabelle BOUCHOULE (Chargée de recherche CNRS),        Thomas BOURDEL (Chargé de recherche CNRS),        Philippe BOUYER (Directeur de recherche CNRS),        Marc CHENEAU (Chargé de recherche CNRS),        David CLEMENT (Maitre de conférence IOGS-U.Psud),        Vincent JOSSE (Maitre de conférence IOGS-U.Psud),        Laurent SANCHEZ-PALENCIA (Chercheur CR au CNRS et Prof. CC à l'Ecole Polytechnique),        Christoph WESTBROOK (Directeur de recherche CNRS,, group leader)	He, Rb	See also Aspect group, Bouchoule group, Bourdel group, Cheneau group, Clement group, Westbrook group.
Whitaker Group	http://pages.pomona.edu/~dlw04747/	Pomona College	United States of America		34.097743	-117.711803	Exp			Rb	
Widera Group	http://www.physik.uni-kl.de/en/widera/home/	Kaiserslautern University	Germany		49.4253774	7.7555496	Exp			Rb	
Wilkowski Group	http://ultracold.quantumlah.org/	Nanyang Technological University	Singapore		1.3483099	103.6831347	Exp	Experimental activity on ultracold Strontium gas        Fields of interest: Non Abelian gauge field, Nuclear spin dynamics, Long-range force, Coherent processes in random media.	David Wilkowski	Sr	
Will Group	https://www.will-lab.com	Columbia University	United States of America		40.8075355	-73.9625727	Exp			RbK, NaK	
Wüster Group	http://home.iiserb.ac.in/~sebastian/	Indian Institute for Science Education and Research, Bhopal	India		23.253028	77.450444	Theory	Non-equilibrium dynamics of complex quantum systems, focus on ultra cold gases, highly excited Rydberg atoms, opto-mechanical devices and hybrid assemblies of these.        Our main interest are quantum simulations for transport phenomena, biological transport and quantum chemistry.	Sebastian Wüster	theory	
Ye Group	http://jilawww.colorado.edu/YeLabs/	JILA, Boulder	United States of America		40.0074363	-105.2686481	Exp	My main research interests include ultrasensitive laser spectroscopy, optical frequency metrology, and quantum optics using cold atoms. My group is exploring molecular dynamics using exquisitely sensitive absorption-measurement techniques developed in JILA. We also use high-sensitivity techniques to define ultrastable optical frequency standards, currently being explored for their use in metrology, communications, and high-precision measurements such as in NASA's space-borne interferometers. The use of ultrafast lasers has revolutionized the field of optical frequency metrology, and we are actively pursuing research related to the concept and application of this novel field. We are also exploring cold atoms and molecules for their use in high-precision measurement and quantum optics.		Sr, Rb, molecules(KRb, …)	Other molecules KRb, OH, YO, ND3 and H2CO.
Zakrzewski Group	http://chaos.if.uj.edu.pl/AOD/index.html	Marian smoluchowski Institute of Physics	Poland		50.0609623	19.9341074	Theory	We  concentrate on modelling cold quantum gases physics        in traps and optical lattices with current interests involving orbital physics,        excitations in many body systems, finite temperature effects, dynamics and approach towards equilibrium. Effects induced by disorder are also of prime importance.	Jakub Zakrzewski, Krzysztof Sacha	theory	
Zaremba Group	http://www.queensu.ca/physics/eugene-zaremba	Queen's University	Canada		44.2252795	-76.4951412	Theory			theory	
Zelevinsky Group	http://www.columbia.edu/cu/zlab/	Columbia University	United States of America		40.8075355	-73.9625727	Exp			Sr, BaH	
Zhang Chuanwei Group	http://www.utdallas.edu/~cxz124830/	The University of Texas at Dallas	United States of America		32.9857619	-96.7500993	Theory			theory	
Zhang Jing Group	http://www.sxu.edu.cn/yjjg/ioe/lab7/lab7/lab7%20-%205.html	Shanxi University	China		37.841507	112.530014	Exp	Quantum Degenerate 87Rb Bose and 40K Fermi gases.		Rb, K	Webpage does not work (15.02.2018). Location may be wildly wrong.
Zhang Shizhong Group	http://www.physics.hku.hk/people/academic/3133	Hong Kong University	Hong Kong		22.4162632	114.2109318	Theory	Degenerate quantum gases (including transport, spin-orbit coupling) and strongly correlated electronic systems		theory	
Zimmermann Group	http://www.pit.physik.uni-tuebingen.de/zimmermann/index.html	Tübingen	Germany		48.529455	9.043772	Exp			unknown	Webpage redirects to a non-working page (15.02.2018).
Zoller Group	http://th-physik.uibk.ac.at/qo/	Innsbruck	Austria		47.2692124	11.4041024	Theory		H. G. Embacher, H. Ritsch	theory	
Zwierlein Group	http://www.rle.mit.edu/uqg/	MIT	United States of America		42.360091	-71.09416	Exp			Li, Na, K	
